time,cash rate target,FX market,FX liquidity,SWIFT payments,unemployment rate,balance of goods,lag 1 growth rate,lag 2 growth rate,lag 3 growth rate,lag 4 growth rate,lag 5 growth rate,Composite BCI,Composite CCI,Industrial retail turnover,USD index,AUD to CNY,AUD to USD,inflation rate original,real GDP growth rate,export index,real GDP gowth rate times BCI,aud cyn times unemplopyement rate,
2021/6/30,0.1,2484,88.2,45023.9,5.02899,10222,0,0,0,0,0,100.4,100.99,30539.4,88.2,4.908845,0.763936,0.6,0.026502,144.8421,2.6608008,24.68653242,
2021/7/30,0.1,1099,88,43819.45,4.778764,13721,0,0,0,0,0,100.31,100.76,29782.5,88,4.805326,0.742287,0.8,-0.01884,144.9078,-1.8898404,22.9635189,
2021/8/31,0.1,914,88.7,40335.73,4.596949,12973,0,0,0,0,0,100.49,100.57,29205.7,88.7,4.729814,0.730245,0.8,-0.01884,144.9078,-1.8932316,21.74271374,
2021/9/30,0.1,1518,90,40082.36,4.707222,10106,0,0,0,0,0,101,100.51,29692.5,90,4.725317,0.7317,0.8,-0.01884,144.9078,-1.90284,22.24311614,
2021/10/29,0.1,723,89.4,40161.33,5.267834,10566,0,0,0,0,0,101.6,100.48,31195.4,89.4,4.756233,0.740976,0.8,0.020084,139.8255,2.0405344,25.05504591,
2021/11/30,0.1,866,91.5,40853.45,4.613064,9636,0,0,0,0,0,101.95,100.44,32870.1,91.5,4.668148,0.730583,0.8,0.020084,139.8255,2.0475638,21.53446549,
2021/12/31,0.1,1940,91.2,46785,4.180562,7363,0,0,0,0,0,101.8,100.35,32547.2,91.2,4.556414,0.715536,0.8,0.020084,139.8255,2.0445512,19.04837122,
2022/1/31,0.1,904,91.7,42954.21,4.159094,12795,0,0,0,0,0,101.42,100.19,32826.4,91.7,4.55869,0.71709,1.3,0.028777,139.8244,2.91856334,18.96002023,
2022/2/28,0.1,795,91.5,42528,4.017978,8241,0,0,0,0,0,101.17,99.97,33153.9,91.5,4.541538,0.715881,1.3,0.028777,139.8244,2.91136909,18.24779977,
2022/3/31,0.1,1298,92.2,43184.17,3.968065,10403,0,0,0,0,0,101.28,99.67,33563.1,92.2,4.678817,0.737338,1.3,0.028777,139.8244,2.91453456,18.56584998,
2022/4/29,0.1,872,96.5,47442.61,3.846243,14073,0,0,0,0,0,101.57,99.32,33895.9,96.5,4.749832,0.738437,2.1,0.026693,140.8441,2.71120801,18.26900808,
2022/5/31,0.33,846,95.1,42506.82,3.927735,15133,2.3,2.3,0,2.3,2.3,101.76,98.88,34022.6,95.1,4.726713,0.705787,2.1,0.026693,140.8441,2.71627968,18.56527609,
2022/6/30,0.73,3135,97.7,46068.9,3.615558,18721,1.212121212,6.3,2.3,6.3,6.3,101.63,98.47,34366.2,97.7,4.700355,0.702391,2.1,0.026693,140.8441,2.71280959,16.99440612,
2022/7/29,1.28,749,98.3,45038.9,3.497184,11579,0.753424658,2.878787879,6.3,11.8,11.8,101.29,98.19,34627.2,98.3,4.62045,0.686177,1.8,-0.01273,146.5937,-1.2894217,16.15856381,
2022/8/31,1.81,658,100.6,42559.48,3.552039,12190,0.4140625,1.479452055,2.878787879,17.1,17.1,100.88,98.03,34799.2,100.6,4.736004,0.695752,1.8,-0.01273,146.5937,-1.2842024,16.82247091,
2022/9/30,2.25,1460,104.5,46411.9,3.603805,15506,0.243093923,0.7578125,1.479452055,5.818181818,21.5,100.5,98.02,34958.2,104.5,4.687309,0.667905,1.8,-0.01273,146.5937,-1.279365,16.89214761,
2022/10/31,2.58,597,103.9,46174.33,3.458095,14726,0.146666667,0.425414365,0.7578125,2.534246575,6.818181818,100.17,97.95,35143.6,103.9,4.581795,0.636371,1.8,-0.00024,147.4503,-0.0240408,15.84428238,
2022/11/30,2.84,672,100.2,44674.18,3.49622,14614,0.100775194,0.262222222,0.425414365,1.21875,2.890410959,99.94,97.81,35312.1,100.2,4.736291,0.659848,1.8,-0.00024,147.4503,-0.0239856,16.55911532,
2022/12/30,3.05,1865,97.8,50988.4,3.49455,12517,0.073943662,0.182170543,0.262222222,0.685082873,1.3828125,99.83,97.8,35070.1,97.8,4.714057,0.675305,1.8,-0.00024,147.4503,-0.0239592,16.47350789,
2023/1/31,3.1,602,96.3,45428.45,3.652575,11179,0.016393443,0.091549296,0.182170543,0.377777778,0.712707182,99.8,97.82,35367.1,96.3,4.718729,0.69529,1.9,0.014889,146.8014,1.4859222,17.23551158,
2023/2/28,3.29,786,98.8,47467.9,3.591958,13973,0.061290323,0.078688525,0.091549296,0.275193798,0.462222222,99.79,97.75,35292.9,98.8,4.723067,0.690581,1.9,0.014889,146.8014,1.48577331,16.9650583,
2023/3/31,3.54,1649,96.9,48978.52,3.572723,14012,0.075987842,0.141935484,0.078688525,0.246478873,0.372093023,99.81,97.78,35390.6,96.9,4.611333,0.668817,1.9,0.014889,146.8014,1.48607109,16.47501547,
2023/4/28,3.6,600,96.3,53751.47,3.697474,9961,0.016949153,0.094224924,0.141935484,0.180327869,0.267605634,99.83,97.89,35336.5,96.3,4.608128,0.669,1.4,-0.01582,147.6459,-1.5793106,17.03843347,
2023/5/31,3.83,902,98.6,46996.13,3.573688,10532,0.063888889,0.081920904,0.094224924,0.235483871,0.255737705,99.88,97.81,35397.7,98.6,4.644242,0.664446,1.4,-0.01582,147.6459,-1.5801016,16.5970719,
2023/6/30,4.05,2833,96.8,51472.57,3.533966,9868,0.057441253,0.125,0.081920904,0.23100304,0.306451613,99.97,97.76,35174.6,96.8,4.805059,0.670455,1.4,-0.01582,147.6459,-1.5815254,16.98091513,
2023/7/31,4.1,1274,95.7,49488.24,3.773714,7375,0.012345679,0.070496084,0.125,0.15819209,0.246200608,100.07,97.78,35300.4,95.7,4.840832,0.673505,0.8,-0.00423,147.1036,-0.4232961,18.26791549,
2023/8/31,4.1,633,97.8,48309.26,3.708836,10358,0,0.012345679,0.070496084,0.138888889,0.15819209,100.17,97.8,35396.3,97.8,4.707413,0.648804,0.8,-0.00423,147.1036,-0.4237191,17.4590228,
2023/9/29,4.1,2073,99.6,49741.19,3.571451,6199,0,0,0.012345679,0.070496084,0.138888889,100.24,97.81,35631.2,99.6,4.688059,0.642614,0.8,-0.00423,147.1036,-0.4240152,16.743173,
2023/10/31,4.1,978,100.6,49255.55,3.799502,8814,0,0,0,0.012345679,0.070496084,100.3,97.84,35544.5,100.6,4.64,0.634995,1.2,0.009717,148.4485,0.9746151,17.62968928,
2023/11/30,4.29,777,97.6,47974.91,3.907094,11758,0.046341463,0.046341463,0,0.046341463,0.059259259,100.33,97.85,36077.7,97.6,4.692917,0.649865,1.2,0.009717,148.4485,0.97490661,18.33566785,
2023/12/29,4.35,2232,95.4,54996.37,3.947877,9804,0.013986014,0.06097561,0.046341463,0.06097561,0.06097561,100.36,97.93,35364.4,95.4,4.77829,0.669055,1.2,0.009717,148.4485,0.97519812,18.86410119,
2024/1/31,4.35,625,97.1,49714,4.077788,9105,0,0.013986014,0.06097561,0.06097561,0.06097561,100.39,98.03,35728.9,97.1,4.768264,0.664877,0.6,0.001746,149.1026,0.17528094,19.44396972,
2024/2/29,4.35,629,98.2,50221.71,3.717559,7196,0,0,0.013986014,0.06097561,0.06097561,100.47,98.17,35859.1,98.2,4.697205,0.652955,0.6,0.001746,149.1026,0.17542062,17.46213672,
2024/3/28,4.35,736,98.5,53657.4,3.869125,4103,0,0,0,0.013986014,0.06097561,100.64,98.16,35722.3,98.5,4.722952,0.655767,0.6,0.001746,149.1026,0.17571744,18.27369166,
2024/4/30,4.35,1622,100,59976.1,4.074477,5685,0,0,0,0,0.013986014,100.86,98.04,35809.5,100,4.714067,0.651229,1,0.001062,151.2755,0.10711332,19.20735757,
2024/5/31,4.35,1365,98.8,48494.52,4.004903,5052,0,0,0,0,0,101.1,97.89,36014.3,98.8,4.788358,0.661858,1,0.001062,151.2755,0.1073682,19.17690932,
